start_time,text,video_url,summary
870.0,who is a job you can use I prefer a non-toxic oven cleaner you've got a spray down the inside or treat the inside let it sit and then scrub with a heavy duty scrub sponge and you might have to repeat that process a few times but there are some techniques that can be very helpful and like I said if you're interested I'll get those out for you in a video as if cleaning the inside of your oven wasn't painful and acrimonious enough you actually can't even leave your oven racks,https://www.youtube.com/watch?v=wHBQNIkwWYQ,"When cleaning an oven, it's recommended to use a non-toxic cleaner to spray and treat the interior, let it sit, then scrub with a heavy-duty sponge, repeating the process as necessary, with techniques to be further demonstrated in a video."
900.0,inside the oven when it's on a self-clean cycle if you happen to have a self-clean oven the way that you actually clean oven racks is in the bathtub yep you give them a bath we actually have a whole video on how to do that I'm going to link it for you down below and once you do it it's a little bit awkward you know getting everything set up but it's pretty hands off after that and your oven racks will actually come out looking beautiful now any stove top that you're dealing with one of the things,https://www.youtube.com/watch?v=wHBQNIkwWYQ,"To clean oven racks effectively, remove them during the oven's self-clean cycle and wash them in the bathtub, a method that is a bit awkward to set up but largely hands-off and results in beautifully clean racks."
930.0,I like to do is pull off those knobs because you don't realise that on the Dials or the knobs that used to adjust temperature grease gets Behind Those and over time that builds up and gets crusty so you can pull those off give the panel a wipe down I would just use equal parts dish soap and baking soda I would create a paste and I would use that sparingly on a sponge so that I don't have a tonne of clean up to do afterward but that's really going to help lift up Greece if you have a flat cooktop whether it's induction,https://www.youtube.com/watch?v=wHBQNIkwWYQ,"To clean crusty grease buildup behind the knobs of a cooktop, remove the knobs, wipe down the panel, and use a sparing amount of a paste made from equal parts dish soap and baking soda."
960.0,for electric which is what we have just the electric glass cooktop those can be a little bit more challenging to clean because the glass is a bit more of a sensitive material you never want to clean the surface when it's hot but you do want to clean it when it's warm when that mess is still fresh because if you let it cool it can be really hard to remove there are a few different products that you can use again you can use that baking soda dish soap combination and just apply it to sort of the Grease,https://www.youtube.com/watch?v=wHBQNIkwWYQ,"Cleaning electric glass cooktops can be challenging due to the sensitivity of the material, and it is best done while the surface is warm using products like a baking soda and dish soap mixture to effectively remove fresh messes."
990.0,you can also use the Scotch Brite glass cooktop wand or scrub pad I use that just with water it actually works really well so I like using that but the most important thing is you want to clean it regularly so that there's no build-up and you want to get it when it's warm I feel like I could give it 3 hour guest lecture on how to clean an overhead exhaust which is why I'm not going to do it here but instead I'm going to throw you to a video that we have already done I promise it's not a 3-hour lecture on how to clean that I'm going to link,https://www.youtube.com/watch?v=wHBQNIkwWYQ,"The text emphasizes the effectiveness of using a Scotch Brite glass cooktop wand or scrub pad with water for regular maintenance to prevent build-up and suggests checking out a linked video for more detailed advice on cleaning overhead exhausts, avoiding a lengthy explanation."
1020.0,before you down below that truly isn't neglected area a lot of us don't think about it but it essentially funnels all of the grease out of our cooking space outside of our home so a lot of Grease gets stuck there on the way up and that builds up and it gets nasty so it does need to be cleaned and that brings me to this week's common question which is if there was one thing that you could upgrade in your kitchen what would it be I'll tell you what mine would be it would be the stove cuz mine broke,https://www.youtube.com/watch?v=wHBQNIkwWYQ,"The text discusses the importance of cleaning a neglected area in the kitchen where grease accumulates, leading to the common question about desired kitchen upgrades, with the author expressing a desire to upgrade their broken stove."
1050.0,able to cook anything in there in 7 weeks so that would be my upgrade but let me know in the comments down below what you're upgrade would be if you want to see what we're up to during the rest of the week you can follow along on Instagram I haven't Melissa maker Chad is at the Chad Reynolds the two of us are at clean my space here are a couple of other videos I think you might love if you want to learn more about makers clean Minecraft,https://www.youtube.com/watch?v=wHBQNIkwWYQ,"The text describes someone's potential upgrade to their cooking capabilities in seven weeks, invites comments on others' upgrades, promotes their Instagram for updates, and suggests additional video content related to cleaning and Minecraft."
1080.0,subscribe and begin your journey to a cleaner life thanks so much for watching and we'll see you next time,https://www.youtube.com/watch?v=wHBQNIkwWYQ,"Subscribe to begin your journey to a cleaner life, and thank you for watching; we'll see you next time."
0.0,there are tons of cleaning videos on YouTube but when you watch a clean my space cleaning video you know that you're getting info from a cleaning pro because for those of you who don't know I have a cleaning company here in Toronto I've had it since 2006 and since inception I have trained hundreds of people how to clean and we have cleaned tens of thousands of homes over the years so whenever I share information with you it's information that I've used to train,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"Clean My Space videos on YouTube offer professional cleaning advice from an expert who has operated a successful cleaning company in Toronto since 2006, training hundreds and cleaning tens of thousands of homes."
30.0,to clean in the most efficient and effective ways possible this is truly how professionals clean so in this video I'm going to show you how to clean a sink but I'm going to show you how the pro is do it and just a quick reminder if you haven't done so already to subscribe to the clean my space channel and give this video a thumbs up if you like me and bright colours all my clothes seem to be black and white these days but I thought I throw some yellow on for you the kitchen sink really sets the stage for a,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"This video demonstrates professional sink cleaning techniques and encourages viewers to subscribe to the ""Clean My Space"" channel, highlighted by the presenter wearing bright yellow to add visual appeal."
60.0,kitchen if your kitchen sink is full of dishes or crap in there it is not going to look good but the other thing to keep in mind is that your kitchen sink is actually one of the dirtiest places in your home so if you leave a sponge or a dish or a cup or some meat juice in there bacteria starts to Fester and other things can pick up that bacteria therefore causing cross contamination or odors can start to form in your sink now the other thing to keep in mind is that your sink,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"Keeping your kitchen sink clean is crucial as it is one of the dirtiest places in your home, where bacteria can fester from left behind items and cause cross-contamination or odors."
90.0,and clean it properly so I'm going to walk you through step-by-step what you should do I'm going to share with you some tips things that you might not have thought of and just in general ways that you can make your sink probably look better than it ever has in other words if your sink on a makeover it would look 10 Years Younger first,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"This text outlines a step-by-recording of how to clean your sink effectively, sharing tips and techniques to make it look significantly rejuvenated, as if it were 10 years younger."
120.0,deodorize everything while I'm cleaning and then I'll run some hot water down there at the end next I'm drenching the entire sink with all-purpose cleaner now generally soap and water is good enough to clean and get rid of bacteria in your sink I've added some tea tree oil in there for some extra pizzazz now I'm sprinkling baking soda this was a little aggressive I used a lot but baking soda in there as my scouring product now I'm,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"The text describes a thorough cleaning process for a sink involving deodorizing, using hot water, all-purpose cleaner, tea tree oil for extra effectiveness, and an aggressive amount of baking soda as a scouring agent."
150.0,a paper towel with some plain white vinegar and I'm going to wrap this around the area of my faucet that has some hard water build-up and some crusty Ness in it you can do this anywhere on your faucet though I just needed to do it right there now I'm taking a toothbrush I let it with small Purpose Cleaner I squirted some dish soap on there and I'm going to use this to give a really nice deep clean to the area where the sink meets the countertop for this undermount model but if you have,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"To clean hard water build-up and crustiness from a faucet, wrap it with a paper towel soaked in vinegar, then use a toothbrush with cleaner and dish soap to scrub where the sink meets the countertop."
180.0,the idea here is that you really want to dig in with that toothbrush and get to some of that gunk that is otherwise hidden now I'm using the exact same technique to focus on my drain I'm just putting some all-purpose cleaner there to wet it I'm adding some dish soap to my toothbrush I'm going to use some of that baking soda that's already there and the toothbrush will really allow me to detail all of those little grooves and nooks and crannies,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"Using a toothbrush, all-purpose cleaner, dish soap, and baking soda allows for detailed cleaning of hidden gunk in small grooves and nooks."
210.0,Real Madrid that would otherwise be very difficult to reach this is important because it clean drain can be hard to attain with just a sponge now that the heavy lifting is done and using the back side of a double-sided sponge to give my sink a really good scrub down you can also use a dishwand if you prefer that's a nice alternative it might be more comfortable for you I just decided to use a sponge and the soap from the all-purpose cleaner plus the baking soda is,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"Using the back side of a double-sided sponge, or alternatively a dishwand, along with soap and baking soda, effectively deep cleans areas like sinks that are hard to reach and maintain just with a sponge."
240.0,seeing me every opportunity to really scour this sink well and I love using baking soda to get the sink super super clean I'm working my way from the top spiraling my way down to the bottom and then cleaning the base now I'll hit it with some hot water I like to use the spray setting but I don't really think it makes a difference and I'm going right from the top or the undermount is all the way down to the bottom you want to make sure you don't miss too much otherwise you'll have trouble when you're trying to shine it up later now,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"The text describes the process of thoroughly cleaning a sink using baking soda, working from top to bottom, and rinsing with hot water using a spray setting to ensure it shines without missing any spots."
270.0,grooves On The faucet where I noticed some gunk I'm using the Vinegar soaked claw to wipe it you can even kind of wedge it right in there and get some of that cut out and then I'm using the toothbrush just to detail some other areas that I wanted to clean really well now is the fun part I'm buffing everything out so the rest of the faucet wasn't too bad which is why it just needed a quick wipe and I'm using this large ultra plush microfiber cloth,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"The text describes a detailed cleaning process for a faucet involving the use of vinegar-soaked cloth and a toothbrush for scrubbing, followed by polishing with a plush microfiber cloth."
300.0,acres of course to shine and dry the sink now the cool part about this is if I noticed that I've missed a spot which I probably didn't but I'm going to show you how to do this anyway you can spray some white vinegar and use it as a little bit of an eraser so if you notice you've missed a spot or a water spot spray some vinegar and buff it off and now I'm going to soak my faucet which has hard water build-up on there with some vinegar so I've added the remainder of my vinegar to a zipper lock bag and I'll leave,https://www.youtube.com/watch?v=2Pcrr6I1WLA,The text describes a cleaning technique where white vinegar is used to touch up missed spots and address hard water build-up on a faucet by soaking it in vinegar contained in a zipper lock bag.
330.0,is there a couple of hours now that you know how to clean your sink like a pro you've been given a fresh set of eyes so that means you'll never be able to unsee the things that you've seen in your kitchen sink and when you go to other people's homes you're going to have those eyes as well and you'll start to pick up on who really knows how to clean their sink or not but the purpose of all of this is so that you can have a beautiful clean sink and feel amazing about your kitchen and that leads me to this week's comment question which is,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"After learning to clean your sink like a pro, you'll not only constantly notice how clean or dirty sinks are, both at home and in others' homes, but also enjoy the benefits of a pristine kitchen, leading to this week's discussion question."
360.0,have a whole bunch of clean like a pro videos coming up because you guys seem to really love them but I'd love to know in the comments what would you like to know how to clean like a pro next because we can pick pretty much anything in the house but I want to know what you guys want to see so let us know you want to see what we're up to during the rest of the week aside from cleaning a sink you can follow us on Instagram I am at Melissa maker Chad is at the Chad Reynolds and the two of us are at clean my space now here are a couple,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"The speaker announces upcoming ""clean like a pro"" videos, asks viewers for cleaning topic suggestions, and invites them to follow their Instagram accounts for more content beyond the videos."
390.0,what's the weather videos I think you're going to love and if you want to learn more about my favourite makers clean microfiber cloths you can click this button right over here there is button down there that lets me know you care so click it if you liked this video and click this button right here to subscribe and begin your journey to a cleaner life thanks so much for watching and we'll see you next time,https://www.youtube.com/watch?v=2Pcrr6I1WLA,"The text promotes weather videos and microfiber cloths, encourages viewers to engage with the content through likes and subscriptions, and ends with an appreciation for the audience and a promise for future content."
0.0,a common theme I've noticed with people who run into cleaning challenges is that they do things the way that their parents or their grandparents used to do it and sometimes that's not the best way to actually clean something just like technology has improved so have cleaning products tools and techniques and I couldn't be more true for the way that we tackle our Windows so in this video we're not only going to talk about cleaning the actual glass on your windows and it goes way beyond glass cleaner,https://www.youtube.com/watch?v=6e5IMM1mrTc,"The text highlights that many people face cleaning challenges due to using outdated methods passed down from previous generations, and emphasizes the importance of adopting improved modern techniques and products, particularly for cleaning windows, which involves more than just using glass cleaner."
30.0,microfiber cloth my friends we are talking about the frames the casing the window sills the sliding tracks and even the screens we're going deep on Windows so that your windows are the envy of the street let's get into it and just a quick reminder if you haven't done so already to subscribe to the clean my space channel and give this video a thumbs up for the Old banana phone since I'm not a window manufacturer I'm not going to use,https://www.youtube.com/watch?v=6e5IMM1mrTc,"This text is about thoroughly cleaning every part of a window using microfiber cloth to make them exceptionally clean, with a reminder to subscribe and like the Clean My Space channel on YouTube."
60.0,really technical terms here because if you google the image of a window you're going to get all kinds of words and names that you've never seen nor heard of before so let's just use some very basic nomenclature so we're all on the same page you've got the glass panes whether it's a sliding door or a window there is going to be glass next you've got the frame the thing that surrounds the glass paints next you've got the casing which is kind of like the fancy finishing that's used to make where the wall and the window,https://www.youtube.com/watch?v=6e5IMM1mrTc,"The text explains the basic components of a window or sliding door, including the glass panes, frame, and casing, which is used for aesthetic finishing where the wall meets the window."
90.0,cells depending on whether it's a door or an actual window and finally you've got screens these can either be on sliding doors or they can be on Windows but they get dirty and we've got to deal with them depending on the kind of window you have you might have a mesh screen that covers the pane of glass that actually opens up on your window and this of course is to prevent things from coming into your home,https://www.youtube.com/watch?v=6e5IMM1mrTc,"Screens, whether on sliding doors or windows, need maintenance to prevent dirt and block unwanted elements from entering the home."
120.0,and to prevent things from falling out the window so those mesh screens are important and the other thing that's kind of nice about them is they prevent fingerprints because you can't touch anything but every now and then those mesh screens can easily be popped off like this one place to the side the glass can be cleaned and then you can put the mesh screen right back up typically when I clean a window like this I am using equal parts vinegar and water in a spray bottle and a glass microfiber cleaning cloth now the reason why we use,https://www.youtube.com/watch?v=6e5IMM1mrTc,"Mesh screens are important for preventing items from falling out and avoiding fingerprints, and they can be temporarily removed for cleaning the glass with a vinegar and water solution using a microfiber cloth."
150.0,last microfiber cloth is because it's a flat weave meaning it has no Terry in it or no texture that can hang on to debris and scratch the surface so the way I like to handle it is I spray the window down and then I use the es pattern working my way from top to bottom left to right with the cloth folded in quarters it takes just seconds to do a window pane now if I want to clean the Sills the frame and the casing I can use the exact same solution to,https://www.youtube.com/watch?v=6e5IMM1mrTc,"The last microfiber cloth is ideal for cleaning windows using a flat weave and an 'S' pattern technique, starting from the top and moving downwards, without scratching the surface, and the same solution can be used for sills and frames."
180.0,finish that you're dealing with for example if you have an older would you might want to be more mindful about the product that you're using you might even just want to dust it and not use any liquid at all so just you know pay attention but generally speaking in a modern home it can tolerate vinegar and water or soap and water in in my experience you hardly need to step that up unless you're dealing with stain or a mould or mildew issue there's one thing to be aware of,https://www.youtube.com/watch?v=6e5IMM1mrTc,"When cleaning, consider the type of surface you are dealing with, as older wood may require only dusting, while modern surfaces can generally tolerate mild cleaners like vinegar or soap and water, unless addressing stains or mold."
